favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
115073,Twitter for iPhone,What good is NATO if Germany is paying Russia billions of dollars for gas and energy? Why are there only 5 out of 2… https://t.co/5AL8w3gTfz,,False,Wed Jul 11 17:07:27 +0000 2018,27702,1017093020783710209
79473,Twitter for iPhone,I am heading for Canada and the G-7 for talks that will mostly center on the long time unfair trade practiced again… https://t.co/t0NEZZTIpf,,False,Fri Jun 08 11:22:44 +0000 2018,16580,1005047468705439744
74729,Twitter for iPhone,Trade negotiations are continuing with China. They have been making hundreds of billions of dollars a year from the… https://t.co/SPu8TrgTMU,,False,Tue May 15 12:35:30 +0000 2018,13893,996368474556583937
94118,Twitter for iPhone,"The 13 Angry Democrats (plus people who worked 8 years for Obama) working on the rigged Russia Witch Hunt, will be… https://t.co/xaRRUzpZ0X",,False,Tue May 29 11:00:02 +0000 2018,22416,1001417880116891650
34025,Twitter for iPhone,The @WhiteHouse is partnering with @Interior and @NatlParkService to bring the @NSCsafety's “Prescribed to Death” O… https://t.co/MdAenfaoTX,,False,Wed Apr 11 15:47:46 +0000 2018,7899,984095671262367744
80516,Twitter for iPhone,Great new book by Jason Chaffetz appropriately called “The Deep State.” Very interesting indeed!,,False,Wed Sep 19 23:57:36 +0000 2018,18983,1042563390462418944
36680,Twitter for iPad,"It was my great honor to welcome President @AlsisiOfficial of Egypt to the United States this afternoon, in New Yor… https://t.co/cOymp5g6dP",,False,Mon Sep 24 22:33:39 +0000 2018,7771,1044354203089547265
84636,Twitter for iPhone,"....On top of it all, Germany just started paying Russia, the country they want protection from, Billions of Dollar… https://t.co/4J4d3ctue6",,False,Thu Jul 12 06:12:05 +0000 2018,19179,1017290478839050240
45985,Twitter for iPhone,"We are completely ready for hurricane Florence, as the storm gets even larger and more powerful. Be careful!",,False,Thu Sep 13 11:39:42 +0000 2018,8121,1040203362652880896
62400,Twitter Web Client,Thank you to all of the American workers who travelled here today! This event is dedicated to YOU: the hardworking… https://t.co/SQmpmS7Rvs,,False,Thu Apr 12 18:32:30 +0000 2018,13179,984499517805486082
56112,Twitter for iPhone,....guy was corrupt and had anti-Trump animus. Strzok and others at the FBI should be criminally investigated for t… https://t.co/xKmXOSK0uF,,False,Tue Aug 14 11:07:00 +0000 2018,13425,1029323499226243072
105045,Twitter for iPhone,The Fake News is going crazy making up false stories and using only unnamed sources (who don’t exist). They are tot… https://t.co/CU3W06ZAJw,,False,Mon Apr 30 22:49:55 +0000 2018,24420,991087278515769345
62001,Twitter Media Studio,"As we come together to celebrate the extraordinary contributions of African-Americans to our nation, our thoughts t… https://t.co/SwAJxO88zC",,False,Wed Feb 14 18:15:12 +0000 2018,13827,963839056533626880
78258,Twitter for iPhone,The Democrat memo response on government surveillance abuses is a total political and legal BUST. Just confirms all… https://t.co/7xFWbPQ5Xh,,False,Sat Feb 24 23:16:13 +0000 2018,19016,967538684789739520
78277,Twitter for iPhone,https://t.co/9o5gZlJiTd,,False,Wed Sep 26 23:52:51 +0000 2018,17280,1045098909352235008
93976,Twitter for iPhone,"Slippery James Comey, a man who always ends up badly and out of whack (he is not smart!), will go down as the WORST… https://t.co/YSTiN7oLWq",,False,Sun Apr 15 13:07:10 +0000 2018,20645,985504808646971392
79561,Twitter for iPhone,"Our economy is perhaps BETTER than it has ever been. Companies doing really well, and moving back to America, and j… https://t.co/v2og0NMSZE",,False,Sun Jun 17 13:08:26 +0000 2018,14818,1008335560988078080
133034,Twitter for iPhone,"The Iran sanctions have officially been cast. These are the most biting sanctions ever imposed, and in November the… https://t.co/Evn5CsLP97",,False,Tue Aug 07 09:31:46 +0000 2018,35372,1026762818773757955
79913,Twitter for iPhone,We cannot keep a blind eye to the rampant unfair trade practices against our Country!,,False,Wed Mar 14 14:37:36 +0000 2018,14900,973931154796457984
157567,Twitter for iPhone,"So funny to watch the Fake News, especially NBC and CNN. They are fighting hard to downplay the deal with North Kor… https://t.co/khUajnNtoR",,False,Wed Jun 13 13:30:49 +0000 2018,39960,1006891643985854464
69879,Twitter for iPhone,Big Night In Texas!!!!,,False,Mon Oct 22 12:58:39 +0000 2018,14111,1054356359096033281
58156,Twitter for iPhone,More text messages between former FBI employees Peter Strzok and Lisa Page are a disaster and embarrassment to the… https://t.co/tlbYTIrfyO,,False,Thu Sep 13 12:06:15 +0000 2018,16075,1040210045525536768
56811,Twitter for iPhone,PRESIDENTIAL MEDAL OF FREEDOM https://t.co/Mgeg4wijTk,,False,Fri Nov 16 21:47:55 +0000 2018,12028,1063549250250960897
141348,Twitter for iPhone,Many Gang Members and some very bad people are mixed into the Caravan heading to our Southern Border. Please go bac… https://t.co/qFp1Dm5iv8,,False,Mon Oct 29 14:41:56 +0000 2018,40004,1056919064906469376
61182,Twitter for iPhone,Thank you to our great Coast Guard for doing such a tremendous job - thousands of lives being saved!… https://t.co/yJ4lNIiZ5t,,False,Tue Sep 18 15:59:58 +0000 2018,12704,1042080802849390593
143777,Twitter for iPhone,Thank you to Kanye West and the fact that he is willing to tell the TRUTH. One new and great FACT - African America… https://t.co/3WkFlEWfy5,,False,Fri Aug 10 22:58:05 +0000 2018,34135,1028052897563590657
43752,Twitter for iPhone,Secretary of State Mike Pompeo returned last night from Saudi Arabia and Turkey. I met with him this morning wherei… https://t.co/G0P6FCjzNG,,False,Thu Oct 18 15:40:23 +0000 2018,8941,1052947507238658049
57180,Twitter for iPhone,"Thank you General Kelly, book is total fiction! https://t.co/J5iUONhRin",,False,Wed Sep 05 13:51:29 +0000 2018,14180,1037337422860873731
60608,Twitter for iPhone,"....giving the information, and causing the appointment of a Special C without having the courage of his own convic… https://t.co/AmQWvbJfEM",,False,Wed Sep 12 01:28:29 +0000 2018,15303,1039687158456639489
77731,Twitter for iPhone,"While we are on the subject, it is reported that the U.S. Post Office will lose $1.50 on average for each package i… https://t.co/KJjzUtRvI3",,False,Sat Mar 31 12:45:41 +0000 2018,19879,980063581592047617
122534,Twitter for iPhone,...a tool of anti-Trump political actors. This is unacceptable in a democracy and ought to alarm anyone who wants t… https://t.co/tGnYODCVQx,,False,Sun Feb 04 00:53:18 +0000 2018,32594,959952974826098688
63200,Twitter for iPhone,HAPPY 100TH BIRTHDAY to our amazing current and former Army Warrant Officers. Thank you for your century of service… https://t.co/evmgK6cSId,,False,Mon Jul 09 22:22:40 +0000 2018,13352,1016447571563249666
82120,Twitter for iPhone,.@Rasmussen_Poll just came out at 48% approval rate despite the constant and intense Fake News. Higher than Electio… https://t.co/z56Pyu29KR,,False,Sat Sep 01 02:25:38 +0000 2018,19455,1035715271418413056
100148,Twitter for iPhone,"Our infrastructure plan has been put forward and has received great reviews by everyone except, of course, the Demo… https://t.co/2EfB9sObdN",,False,Tue Feb 13 10:43:22 +0000 2018,21074,963362959463469058
114411,Twitter for iPhone,"The only things the Democrats do well is “Resist,” which is their campaign slogan, and “Obstruct.” Cryin’ Chuck Sch… https://t.co/GBFgVFHKgz",,False,Sat Jul 28 00:47:58 +0000 2018,28839,1023007120130760704
75534,Twitter for iPhone,"“What will be disclosed is that there was no basis for these FISA Warrants, that the important information was kept… https://t.co/BSkLbopy8R",,False,Tue Sep 18 12:42:02 +0000 2018,22050,1042030988518408194
123472,Twitter for iPhone,"Please understand, there are consequences when people cross our Border illegally, whether they have children or not… https://t.co/mk2NZZX0au",,False,Sun Jul 29 11:58:09 +0000 2018,31580,1023538164298858497
69657,Twitter for iPhone,All of us here today are united by the same timeless values. We believe that our liberty is a gift from our creator… https://t.co/JTq9VefLWZ,,False,Fri May 04 20:37:47 +0000 2018,17224,992503576852393985
123266,Twitter for iPhone,"I have stated my concerns with Amazon long before the Election. Unlike others, they pay little or no taxes to state… https://t.co/ONyVYY2yMe",,False,Thu Mar 29 11:57:38 +0000 2018,30692,979326715272065024
71883,Twitter for iPhone,Jobless claims at a 49 year low!,,False,Fri Mar 02 00:51:28 +0000 2018,13926,969374597127778304
56505,Twitter for iPhone,".@ICEgov HSI agents and ERO officers, on behalf of an entire Nation, THANK YOU for what you are doing 24/7/365 to k… https://t.co/yN90uqG6z8",,False,Wed Jan 10 04:23:58 +0000 2018,12521,950946293077209088
77649,Twitter for iPhone,"Last year, I signed the landmark VA Accountability Act to ensure those who mistreat our Veterans can be held fully… https://t.co/iKPN2CoBgA",,False,Thu Nov 15 20:39:51 +0000 2018,19083,1063169733535678464
117645,Twitter for iPhone,If the E.U. wants to further increase their already massive tariffs and barriers on U.S. companies doing business t… https://t.co/taytTlApWc,,False,Sat Mar 03 17:53:50 +0000 2018,28185,969994273121820672
47108,Twitter for iPhone,Congressman Neal Dunn (@DunnCampaign) of Florida has done an outstanding job at everything having to do with #MAGA.… https://t.co/jH1qh0yo9h,,False,Wed Oct 17 19:36:08 +0000 2018,12070,1052644447853453312
61955,Twitter for iPhone,"Just landed at Fort Drum, New York. Looking forward to making a speech about our GREAT HEROES!",,False,Mon Aug 13 18:19:29 +0000 2018,10379,1029069948214288384
81256,Twitter for iPhone,"If the Democrats want to win Supreme Court and other Court picks, don’t Obstruct and Resist, but rather do it the g… https://t.co/aAFcZfLVmx",,False,Wed Jul 11 21:09:01 +0000 2018,17371,1017153813625626624
87584,Twitter for iPhone,"Gina Haspel, my highly respected nominee to lead the CIA, is being praised for the fact that she has been, and alwa… https://t.co/CMKj1jN9Wy",,False,Tue May 08 11:09:23 +0000 2018,19395,993810085540491264
31450,Twitter for iPhone,"Andy McCarthy will be on  @LouDobbs tonight. 7:00 P.M. , @FoxBusiness.",,False,Fri May 04 10:37:48 +0000 2018,5640,992352585863651329
86101,Twitter for iPhone,The big story that the Fake News Media refuses to report is lowlife Christopher Steele’s many meetings with Deputy… https://t.co/Ww4P9iVZYd,,False,Sat Aug 11 18:28:48 +0000 2018,24119,1028347518822825984
39247,Twitter for iPhone,....They have really done a great job in capturing my long-held views and ideas. This book is on sale now - a terri… https://t.co/uL14F6y1Pd,realDonaldTrump,False,Thu Nov 29 22:14:22 +0000 2018,8339,1068266949115695104
82271,Twitter for iPhone,"Is it really possible that Bruce Ohr, whose wife Nellie was paid by Simpson and GPS Fusion for work done on the Fak… https://t.co/QviBh0tnou",,False,Tue Oct 16 15:26:33 +0000 2018,24531,1052219253384994816
